CHARIZARD	78	84	78	109	85	100	FIRE	FLYING	MEDIUM_SLOW	209
CHARMANDER	39	52	43	60	50	65	FIRE	FIRE	MEDIUM_SLOW	65
CHARMELEON	58	64	58	80	65	80	FIRE	FIRE	MEDIUM_SLOW	142
CHIKORITA	45	49	65	49	65	45	GRASS	GRASS	MEDIUM_SLOW	64
CHIMECHO	65	50	70	95	80	65	PSYCHIC	PSYCHIC	FAST	147
CHINCHOU	75	38	38	56	56	67	WATER	ELECTRIC	SLOW	90
CLAMPERL	35	64	85	74	55	32	WATER	WATER	ERRATIC	142
CLAYDOL	60	70	105	70	120	75	GROUND	PSYCHIC	MEDIUM_FAST	189
CLEFABLE	95	70	73	85	90	60	NORMAL	NORMAL	FAST	129
CLEFAIRY	70	45	48	60	65	35	NORMAL	NORMAL	FAST	68
CLEFFA	50	25	28	45	55	15	NORMAL	NORMAL	FAST	37
CLOYSTER	50	95	180	85	45	70	WATER	ICE	SLOW	203
COMBUSKEN	60	85	60	85	60	55	FIRE	FIGHTING	MEDIUM_SLOW	142
CORPHISH	43	80	65	50	35	35	WATER	WATER	FLUCTUATING	111
CORSOLA	55	55	85	65	85	35	WATER	ROCK	FAST	113
CRADILY	86	81	97	81	107	43	ROCK	GRASS	ERRATIC	201
CRAWDAUNT	63	120	85	90	55	55	WATER	DARK	FLUCTUATING	161
CROBAT	85	90	80	70	80	130	POISON	FLYING	MEDIUM_FAST	204
CROCONAW	65	80	80	59	63	58	WATER	WATER	MEDIUM_SLOW	143
CUBONE	50	50	95	40	50	35	GROUND	GROUND	MEDIUM_FAST	87
CYNDAQUIL	39	52	43	60	50	65	FIRE	FIRE	MEDIUM_SLOW	65
DELCATTY	70	65	65	55	55	70	NORMAL	NORMAL	FAST	138
DELIBIRD	45	55	45	65	45	75	ICE	FLYING	FAST	183
DEOXYS	50	150	50	150	50	150	PSYCHIC	PSYCHIC	SLOW	215
DEWGONG	90	70	80	70	95	70	WATER	ICE	MEDIUM_FAST	176
DIGLETT	10	55	25	35	45	95	GROUND	GROUND	MEDIUM_FAST	81
DITTO	48	48	48	48	48	48	NORMAL	NORMAL	MEDIUM_FAST	61
DODRIO	60	110	70	60	60	100	NORMAL	FLYING	MEDIUM_FAST	158
DODUO	35	85	45	35	35	75	NORMAL	FLYING	MEDIUM_FAST	96
DONPHAN	90	120	120	60	60	50	GROUND	GROUND	MEDIUM_FAST	189
DRAGONAIR	61	84	65	70	70	70	DRAGON	DRAGON	SLOW	144
DRAGONITE	91	134	95	100	100	80	DRAGON	FLYING	SLOW	218
DRATINI	41	64	45	50	50	50	DRAGON	DRAGON	SLOW	67
DROWZEE	60	48	45	43	90	42	PSYCHIC	PSYCHIC	MEDIUM_FAST	102
DUGTRIO	35	80	50	50	70	120	GROUND	GROUND	MEDIUM_FAST	153
DUNSPARCE	100	70	70	65	65	45	NORMAL	NORMAL	MEDIUM_FAST	75
DUSCLOPS	40	70	130	60	130	25	GHOST	GHOST	FAST	179
DUSKULL	20	40	90	30	90	25	GHOST	GHOST	FAST	97
DUSTOX	60	50	70	50	90	65	BUG	POISON	MEDIUM_FAST	160
EEVEE	55	55	50	45	65	55	NORMAL	NORMAL	MEDIUM_FAST	92
EKANS	35	60	44	40	54	55	POISON	POISON	MEDIUM_FAST	62
ELECTABUZZ	65	83	57	95	85	105	ELECTRIC	ELECTRIC	MEDIUM_FAST	156
ELECTRIKE	40	45	40	65	40	65	ELECTRIC	ELECTRIC	SLOW	104
ELECTRODE	60	50	70	80	80	140	ELECTRIC	ELECTRIC	MEDIUM_FAST	150
ELEKID	45	63	37	65	55	95	ELECTRIC	ELECTRIC	MEDIUM_FAST	106
ENTEI	115	115	85	90	75	100	FIRE	FIRE	SLOW	217
ESPEON	65	65	60	130	95	110	PSYCHIC	PSYCHIC	MEDIUM_FAST	197
EXEGGCUTE	60	40	80	60	45	40	GRASS	PSYCHIC	SLOW	98
EXEGGUTOR	95	95	85	125	65	55	GRASS	PSYCHIC	SLOW	212
EXPLOUD	104	91	63	91	63	68	NORMAL	NORMAL	MEDIUM_SLOW	184
FARFETCHD	52	65	55	58	62	60	NORMAL	FLYING	MEDIUM_FAST	94
FEAROW	65	90	65	61	61	100	NORMAL	FLYING	MEDIUM_FAST	162
FEEBAS	20	15	20	10	55	80	WATER	WATER	ERRATIC	61
FERALIGATR	85	105	100	79	83	78	WATER	WATER	MEDIUM_SLOW	210
FLAAFFY	70	55	55	80	60	45	ELECTRIC	ELECTRIC	MEDIUM_SLOW	117
FLAREON	65	130	60	95	110	65	FIRE	FIRE	MEDIUM_FAST	198
FLYGON	80	100	80	80	80	100	GROUND	DRAGON	MEDIUM_SLOW	197
FORRETRESS	75	90	140	60	60	40	BUG	STEEL	MEDIUM_FAST	118
FURRET	85	76	64	45	55	90	NORMAL	NORMAL	MEDIUM_FAST	116
GARDEVOIR	68	65	65	125	115	80	PSYCHIC	PSYCHIC	SLOW	208
GASTLY	30	35	30	100	35	80	GHOST	POISON	MEDIUM_SLOW	95
GENGAR	60	65	60	130	75	110	GHOST	POISON	MEDIUM_SLOW	190
GEODUDE	40	80	100	30	30	20	ROCK	GROUND	MEDIUM_SLOW	86
GIRAFARIG	70	80	65	90	65	85	NORMAL	PSYCHIC	MEDIUM_FAST	149
GLALIE	80	80	80	80	80	80	ICE	ICE	MEDIUM_FAST	187
GLIGAR	65	75	105	35	65	85	GROUND	FLYING	MEDIUM_SLOW	108
GLOOM	60	65	70	85	75	40	GRASS	POISON	MEDIUM_SLOW	132
GOLBAT	75	80	70	65	75	90	POISON	FLYING	MEDIUM_FAST	171
GOLDEEN	45	67	60	35	50	63	WATER	WATER	MEDIUM_FAST	111
GOLDUCK	80	82	78	95	80	85	WATER	WATER	MEDIUM_FAST	174
GOLEM	80	110	130	55	65	45	ROCK	GROUND	MEDIUM_SLOW	177
GOREBYSS	55	84	105	114	75	52	WATER	WATER	ERRATIC	178
GRANBULL	90	120	75	60	60	45	NORMAL	NORMAL	FAST	178
GRAVELER	55	95	115	45	45	35	ROCK	GROUND	MEDIUM_SLOW	134
GRIMER	80	80	50	40	50	25	POISON	POISON	MEDIUM_FAST	90
GROUDON	100	150	140	100	90	90	GROUND	GROUND	SLOW	218
GROVYLE	50	65	45	85	65	95	GRASS	GRASS	MEDIUM_SLOW	141
GROWLITHE	55	70	45	70	50	60	FIRE	FIRE	SLOW	91
GRUMPIG	80	45	65	90	110	80	PSYCHIC	PSYCHIC	FAST	164
GULPIN	70	43	53	43	53	40	POISON	POISON	FLUCTUATING	75
GYARADOS	95	125	79	60	100	81	WATER	FLYING	SLOW	214
HARIYAMA	144	120	60	40	60	50	FIGHTING	FIGHTING	FLUCTUATING	184
HAUNTER	45	50	45	115	55	95	GHOST	POISON	MEDIUM_SLOW	126
HERACROSS	80	125	75	40	95	85	BUG	FIGHTING	SLOW	200
HITMONCHAN	50	105	79	35	110	76	FIGHTING	FIGHTING	MEDIUM_FAST	140
HITMONLEE	50	120	53	35	110	87	FIGHTING	FIGHTING	MEDIUM_FAST	139
HITMONTOP	50	95	95	35	110	70	FIGHTING	FIGHTING	MEDIUM_FAST	138
HOOTHOOT	60	30	30	36	56	50	NORMAL	FLYING	MEDIUM_FAST	58
HOPPIP	35	35	40	35	55	50	GRASS	FLYING	MEDIUM_SLOW	74
HORSEA	30	40	70	70	25	60	WATER	WATER	MEDIUM_FAST	83
HOUNDOOM	75	90	50	110	80	95	DARK	FIRE	SLOW	204
HOUNDOUR	45	60	30	80	50	65	DARK	FIRE	SLOW	114
HO_OH	106	130	90	110	154	90	FIRE	FLYING	SLOW	220
HUNTAIL	55	104	105	94	75	52	WATER	WATER	ERRATIC	178
HYPNO	85	73	70	73	115	67	PSYCHIC	PSYCHIC	MEDIUM_FAST	165
IGGLYBUFF	90	30	15	40	20	15	NORMAL	NORMAL	FAST	39
ILLUMISE	65	47	55	73	75	85	BUG	BUG	FLUCTUATING	146
IVYSAUR	60	62	63	80	80	60	GRASS	POISON	MEDIUM_SLOW	141
JIGGLYPUFF	115	45	20	45	25	20	NORMAL	NORMAL	FAST	76
JIRACHI	100	100	100	100	100	100	STEEL	PSYCHIC	SLOW	215
JOLTEON	65	65	60	110	95	130	ELECTRIC	ELECTRIC	MEDIUM_FAST	197
JUMPLUFF	75	55	70	55	85	110	GRASS	FLYING	MEDIUM_SLOW	176
JYNX	65	50	35	115	95	95	ICE	PSYCHIC	MEDIUM_FAST	137
KABUTO	30	80	90	55	45	55	ROCK	WATER	MEDIUM_FAST	119
KABUTOPS	60	115	105	65	70	80	ROCK	WATER	MEDIUM_FAST	201
KADABRA	40	35	30	120	70	105	PSYCHIC	PSYCHIC	MEDIUM_SLOW	145
KAKUNA	45	25	50	25	25	35	BUG	POISON	MEDIUM_FAST	71
KANGASKHAN	105	95	80	40	80	90	NORMAL	NORMAL	MEDIUM_FAST	175
KECLEON	60	90	70	60	120	40	NORMAL	NORMAL	MEDIUM_SLOW	132
KINGDRA	75	95	95	95	95	85	WATER	DRAGON	MEDIUM_FAST	207
KINGLER	55	130	115	50	50	75	WATER	WATER	MEDIUM_FAST	206
KIRLIA	38	35	35	65	55	50	PSYCHIC	PSYCHIC	SLOW	140
KOFFING	40	65	95	60	45	35	POISON	POISON	MEDIUM_FAST	114
KRABBY	30	105	90	25	25	50	WATER	WATER	MEDIUM_FAST	115
KYOGRE	100	100	90	150	140	90	WATER	WATER	SLOW	218
LAIRON	60	90	140	50	50	40	STEEL	ROCK	SLOW	152
LANTURN	125	58	58	76	76	67	WATER	ELECTRIC	SLOW	156
LAPRAS	130	85	80	85	95	60	WATER	ICE	SLOW	219
LARVITAR	50	64	50	45	50	41	ROCK	GROUND	SLOW	67
LATIAS	80	80	90	110	130	110	DRAGON	PSYCHIC	SLOW	211
LATIOS	80	90	80	130	110	110	DRAGON	PSYCHIC	SLOW	211
LEDIAN	55	35	50	55	110	85	BUG	FLYING	FAST	134
LEDYBA	40	20	30	40	80	55	BUG	FLYING	FAST	54
LICKITUNG	90	55	75	60	75	30	NORMAL	NORMAL	MEDIUM_FAST	127
LILEEP	66	41	77	61	87	23	ROCK	GRASS	ERRATIC	121
LINOONE	78	70	61	50	61	100	NORMAL	NORMAL	MEDIUM_FAST	128
LOMBRE	60	50	50	60	70	50	WATER	GRASS	MEDIUM_SLOW	141
LOTAD	40	30	30	40	50	30	WATER	GRASS	MEDIUM_SLOW	74
LOUDRED	84	71	43	71	43	48	NORMAL	NORMAL	MEDIUM_SLOW	126
LUDICOLO	80	70	70	90	100	70	WATER	GRASS	MEDIUM_SLOW	181
LUGIA	106	90	130	90	154	110	PSYCHIC	FLYING	SLOW	220
LUNATONE	70	55	65	95	85	70	ROCK	PSYCHIC	FAST	150
LUVDISC	43	30	55	40	65	97	WATER	WATER	FAST	110
MACHAMP	90	130	80	65	85	55	FIGHTING	FIGHTING	MEDIUM_SLOW	193
MACHOKE	80	100	70	50	60	45	FIGHTING	FIGHTING	MEDIUM_SLOW	146
MACHOP	70	80	50	35	35	35	FIGHTING	FIGHTING	MEDIUM_SLOW	88
MAGBY	45	75	37	70	55	83	FIRE	FIRE	MEDIUM_FAST	117
MAGCARGO	50	50	120	80	80	30	FIRE	ROCK	MEDIUM_FAST	154
MAGIKARP	20	10	55	15	20	80	WATER	WATER	SLOW	20
MAGMAR	65	95	57	100	85	93	FIRE	FIRE	MEDIUM_FAST	167
MAGNEMITE	25	35	70	95	55	45	ELECTRIC	STEEL	MEDIUM_FAST	89
MAGNETON	50	60	95	120	70	70	ELECTRIC	STEEL	MEDIUM_FAST	161
MAKUHITA	72	60	30	20	30	25	FIGHTING	FIGHTING	FLUCTUATING	87
MANECTRIC	70	75	60	105	60	105	ELECTRIC	ELECTRIC	SLOW	168
MANKEY	40	80	35	35	45	70	FIGHTING	FIGHTING	MEDIUM_FAST	74
MANTINE	65	40	70	80	140	70	WATER	FLYING	SLOW	168
MAREEP	55	40	40	65	45	35	ELECTRIC	ELECTRIC	MEDIUM_SLOW	59
MARILL	70	20	50	20	50	40	WATER	WATER	FAST	58
MAROWAK	60	80	110	50	80	45	GROUND	GROUND	MEDIUM_FAST	124
MARSHTOMP	70	85	70	60	70	50	WATER	GROUND	MEDIUM_SLOW	143
MASQUERAIN	70	60	62	80	82	60	BUG	FLYING	MEDIUM_FAST	128
MAWILE	50	85	85	55	55	50	STEEL	STEEL	FAST	98
MEDICHAM	60	60	75	60	75	80	FIGHTING	PSYCHIC	MEDIUM_FAST	153
MEDITITE	30	40	55	40	55	60	FIGHTING	PSYCHIC	MEDIUM_FAST	91
MEGANIUM	80	82	100	83	100	80	GRASS	GRASS	MEDIUM_SLOW	208
MEOWTH	40	45	35	40	40	90	NORMAL	NORMAL	MEDIUM_FAST	69
METAGROSS	80	135	130	95	90	70	STEEL	PSYCHIC	SLOW	210
METANG	60	75	100	55	80	50	STEEL	PSYCHIC	SLOW	153
METAPOD	50	20	55	25	25	30	BUG	BUG	MEDIUM_FAST	72
MEW	100	100	100	100	100	100	PSYCHIC	PSYCHIC	MEDIUM_SLOW	64
MEWTWO	106	110	90	154	90	130	PSYCHIC	PSYCHIC	SLOW	220
MIGHTYENA	70	90	70	60	60	70	DARK	DARK	MEDIUM_FAST	128
MILOTIC	95	60	79	100	125	81	WATER	WATER	ERRATIC	213
MILTANK	95	80	105	40	70	100	NORMAL	NORMAL	SLOW	200
MINUN	60	40	50	75	85	95	ELECTRIC	ELECTRIC	MEDIUM_FAST	120
MISDREAVUS	60	60	60	85	85	85	GHOST	GHOST	FAST	147
MOLTRES	90	100	90	125	85	90	FIRE	FLYING	SLOW	217
MR_MIME	40	45	65	100	120	90	PSYCHIC	PSYCHIC	MEDIUM_FAST	136
MUDKIP	50	70	50	50	50	40	WATER	WATER	MEDIUM_SLOW	65
MUK	105	105	75	65	100	50	POISON	POISON	MEDIUM_FAST	157
MURKROW	60	85	42	85	42	91	DARK	FLYING	MEDIUM_SLOW	107
NATU	40	50	45	70	45	70	PSYCHIC	FLYING	MEDIUM_FAST	73
NIDOKING	81	92	77	85	75	85	POISON	GROUND	MEDIUM_SLOW	195
NIDOQUEEN	90	82	87	75	85	76	POISON	GROUND	MEDIUM_SLOW	194
NIDORAN_F	55	47	52	40	40	41	POISON	POISON	MEDIUM_SLOW	59
NIDORAN_M	46	57	40	40	40	50	POISON	POISON	MEDIUM_SLOW	60
NIDORINA	70	62	67	55	55	56	POISON	POISON	MEDIUM_SLOW	117
NIDORINO	61	72	57	55	55	65	POISON	POISON	MEDIUM_SLOW	118
NINCADA	31	45	90	30	30	40	BUG	GROUND	ERRATIC	65
NINETALES	73	76	75	81	100	100	FIRE	FIRE	MEDIUM_FAST	178
NINJASK	61	90	45	50	50	160	BUG	FLYING	ERRATIC	155
NOCTOWL	100	50	50	76	96	70	NORMAL	FLYING	MEDIUM_FAST	162
NOSEPASS	30	45	135	45	90	30	ROCK	ROCK	MEDIUM_FAST	108
NUMEL	60	60	40	65	45	35	FIRE	GROUND	MEDIUM_FAST	88
NUZLEAF	70	70	40	60	40	60	GRASS	DARK	MEDIUM_SLOW	141
OCTILLERY	75	105	75	105	75	45	WATER	WATER	MEDIUM_FAST	164
ODDISH	45	50	55	75	65	30	GRASS	POISON	MEDIUM_SLOW	78
OMANYTE	35	40	100	90	55	35	ROCK	WATER	MEDIUM_FAST	120
OMASTAR	70	60	125	115	70	55	ROCK	WATER	MEDIUM_FAST	199
ONIX	35	45	160	30	45	70	ROCK	GROUND	MEDIUM_FAST	108
PARAS	35	70	55	45	55	25	BUG	GRASS	MEDIUM_FAST	70
PARASECT	60	95	80	60	80	30	BUG	GRASS	MEDIUM_FAST	128
PELIPPER	60	50	100	85	70	65	WATER	FLYING	MEDIUM_FAST	164
PERSIAN	65	70	60	65	65	115	NORMAL	NORMAL	MEDIUM_FAST	148
PHANPY	90	60	60	40	40	40	GROUND	GROUND	MEDIUM_FAST	124
PICHU	20	40	15	35	35	60	ELECTRIC	ELECTRIC	MEDIUM_FAST	42
PIDGEOT	83	80	75	70	70	91	NORMAL	FLYING	MEDIUM_SLOW	172
PIDGEOTTO	63	60	55	50	50	71	NORMAL	FLYING	MEDIUM_SLOW	113
PIDGEY	40	45	40	35	35	56	NORMAL	FLYING	MEDIUM_SLOW	55
PIKACHU	35	55	30	50	40	90	ELECTRIC	ELECTRIC	MEDIUM_FAST	82
PILOSWINE	100	100	80	60	60	50	ICE	GROUND	SLOW	160
PINECO	50	65	90	35	35	15	BUG	BUG	MEDIUM_FAST	60
PINSIR	65	125	100	55	70	85	BUG	BUG	SLOW	200
PLUSLE	60	50	40	85	75	95	ELECTRIC	ELECTRIC	MEDIUM_FAST	120
POLITOED	90	75	75	90	100	70	WATER	WATER	MEDIUM_SLOW	185
POLIWAG	40	50	40	40	40	90	WATER	WATER	MEDIUM_SLOW	77
POLIWHIRL	65	65	65	50	50	90	WATER	WATER	MEDIUM_SLOW	131
POLIWRATH	90	85	95	70	90	70	WATER	FIGHTING	MEDIUM_SLOW	185
PONYTA	50	85	55	65	65	90	FIRE	FIRE	MEDIUM_FAST	152
POOCHYENA	35	55	35	30	30	35	DARK	DARK	MEDIUM_FAST	55
PORYGON	65	60	70	85	75	40	NORMAL	NORMAL	MEDIUM_FAST	130
PORYGON2	85	80	90	105	95	60	NORMAL	NORMAL	MEDIUM_FAST	180
PRIMEAPE	65	105	60	60	70	95	FIGHTING	FIGHTING	MEDIUM_FAST	149
PSYDUCK	50	52	48	65	50	55	WATER	WATER	MEDIUM_FAST	80
PUPITAR	70	84	70	65	70	51	ROCK	GROUND	SLOW	144
QUAGSIRE	95	85	85	65	65	35	WATER	GROUND	MEDIUM_FAST	137
QUILAVA	58	64	58	80	65	80	FIRE	FIRE	MEDIUM_SLOW	142
QWILFISH	65	95	75	55	55	85	WATER	POISON	MEDIUM_FAST	100
RAICHU	60	90	55	90	80	100	ELECTRIC	ELECTRIC	MEDIUM_FAST	122
RAIKOU	90	85	75	115	100	115	ELECTRIC	ELECTRIC	SLOW	216
RALTS	28	25	25	45	35	40	PSYCHIC	PSYCHIC	SLOW	70
RAPIDASH	65	100	70	80	80	105	FIRE	FIRE	MEDIUM_FAST	192
RATICATE	55	81	60	50	70	97	NORMAL	NORMAL	MEDIUM_FAST	116
RATTATA	30	56	35	25	35	72	NORMAL	NORMAL	MEDIUM_FAST	57
RAYQUAZA	105	150	90	150	90	95	DRAGON	FLYING	SLOW	220
REGICE	80	50	100	100	200	50	ICE	ICE	SLOW	216
REGIROCK	80	100	200	50	100	50	ROCK	ROCK	SLOW	217
REGISTEEL	80	75	150	75	150	50	STEEL	STEEL	SLOW	215
RELICANTH	100	90	130	45	65	55	WATER	ROCK	SLOW	198
REMORAID	35	65	35	65	35	65	WATER	WATER	MEDIUM_FAST	78
RHYDON	105	130	120	45	45	40	GROUND	ROCK	SLOW	204
RHYHORN	80	85	95	30	30	25	GROUND	ROCK	SLOW	135
ROSELIA	50	60	45	100	80	65	GRASS	POISON	MEDIUM_SLOW	152
SABLEYE	50	75	75	65	65	50	DARK	GHOST	MEDIUM_SLOW	98
SALAMENCE	95	135	80	110	80	100	DRAGON	FLYING	SLOW	218
SANDSHREW	50	75	85	20	30	40	GROUND	GROUND	MEDIUM_FAST	93
SANDSLASH	75	100	110	45	55	65	GROUND	GROUND	MEDIUM_FAST	163
SCEPTILE	70	85	65	105	85	120	GRASS	GRASS	MEDIUM_SLOW	208
SCIZOR	70	130	100	55	80	65	BUG	STEEL	MEDIUM_FAST	200
SCYTHER	70	110	80	55	80	105	BUG	FLYING	MEDIUM_FAST	187
SEADRA	55	65	95	95	45	85	WATER	WATER	MEDIUM_FAST	155
SEAKING	80	92	65	65	80	68	WATER	WATER	MEDIUM_FAST	170
SEALEO	90	60	70	75	70	45	ICE	WATER	MEDIUM_SLOW	128
SEEDOT	40	40	50	30	30	30	GRASS	GRASS	MEDIUM_SLOW	74
SEEL	65	45	55	45	70	45	WATER	WATER	MEDIUM_FAST	100
SENTRET	35	46	34	35	45	20	NORMAL	NORMAL	MEDIUM_FAST	57
SEVIPER	73	100	60	100	60	65	POISON	POISON	FLUCTUATING	165
SHARPEDO	70	120	40	95	40	95	WATER	DARK	SLOW	175
SHEDINJA	1	90	45	30	30	40	BUG	GHOST	ERRATIC	95
SHELGON	65	95	100	60	50	50	DRAGON	DRAGON	SLOW	144
SHELLDER	30	65	100	45	25	40	WATER	WATER	SLOW	97
SHIFTRY	90	100	60	90	60	80	GRASS	DARK	MEDIUM_SLOW	181
SHROOMISH	60	40	60	40	60	35	GRASS	GRASS	FLUCTUATING	65
SHUCKLE	20	10	230	10	230	5	BUG	ROCK	MEDIUM_SLOW	80
SHUPPET	44	75	35	63	33	45	GHOST	GHOST	FAST	97
SILCOON	50	35	55	25	25	15	BUG	BUG	MEDIUM_FAST	71
SKARMORY	65	80	140	40	70	70	STEEL	FLYING	SLOW	168
SKIPLOOM	55	45	50	45	65	80	GRASS	FLYING	MEDIUM_SLOW	136
SKITTY	50	45	45	35	35	50	NORMAL	NORMAL	FAST	65
SLAKING	150	160	100	95	65	100	NORMAL	NORMAL	SLOW	210
SLAKOTH	60	60	60	35	35	30	NORMAL	NORMAL	SLOW	83
SLOWBRO	95	75	110	100	80	30	WATER	PSYCHIC	MEDIUM_FAST	164
SLOWKING	95	75	80	100	110	30	WATER	PSYCHIC	MEDIUM_FAST	164
SLOWPOKE	90	65	65	40	40	15	WATER	PSYCHIC	MEDIUM_FAST	99
SLUGMA	40	40	40	70	40	20	FIRE	FIRE	MEDIUM_FAST	78
SMEARGLE	55	20	35	20	45	75	NORMAL	NORMAL	FAST	106
SMOOCHUM	45	30	15	85	65	65	ICE	PSYCHIC	MEDIUM_FAST	87
SNEASEL	55	95	55	35	75	115	DARK	ICE	MEDIUM_SLOW	132
SNORLAX	160	110	65	65	110	30	NORMAL	NORMAL	SLOW	154
SNORUNT	50	50	50	50	50	50	ICE	ICE	MEDIUM_FAST	74
SNUBBULL	60	80	50	40	40	30	NORMAL	NORMAL	FAST	63
SOLROCK	70	95	85	55	65	70	ROCK	PSYCHIC	FAST	150
SPEAROW	40	60	30	31	31	70	NORMAL	FLYING	MEDIUM_FAST	58
SPHEAL	70	40	50	55	50	25	ICE	WATER	MEDIUM_SLOW	75
SPINARAK	40	60	40	40	40	30	BUG	POISON	FAST	54
SPINDA	60	60	60	60	60	60	NORMAL	NORMAL	FAST	85
SPOINK	60	25	35	70	80	60	PSYCHIC	PSYCHIC	FAST	89
SQUIRTLE	44	48	65	50	64	43	WATER	WATER	MEDIUM_SLOW	66
STANTLER	73	95	62	85	65	85	NORMAL	NORMAL	SLOW	165
STARMIE	60	75	85	100	85	115	WATER	PSYCHIC	SLOW	207
STARYU	30	45	55	70	55	85	WATER	WATER	SLOW	106
STEELIX	75	85	200	55	65	30	STEEL	GROUND	MEDIUM_FAST	196
SUDOWOODO	70	100	115	30	65	30	ROCK	ROCK	MEDIUM_FAST	135
SUICUNE	100	75	115	90	115	85	WATER	WATER	SLOW	215
SUNFLORA	75	75	55	105	85	30	GRASS	GRASS	MEDIUM_SLOW	146
SUNKERN	30	30	30	30	30	30	GRASS	GRASS	MEDIUM_SLOW	52
SURSKIT	40	30	32	50	52	65	BUG	WATER	MEDIUM_FAST	63
SWABLU	45	40	60	40	75	50	NORMAL	FLYING	ERRATIC	74
SWALOT	100	73	83	73	83	55	POISON	POISON	FLUCTUATING	168
SWAMPERT	100	110	90	85	90	60	WATER	GROUND	MEDIUM_SLOW	210
SWELLOW	60	85	60	50	50	125	NORMAL	FLYING	MEDIUM_SLOW	162
SWINUB	50	50	40	30	30	50	ICE	GROUND	SLOW	78
TAILLOW	40	55	30	30	30	85	NORMAL	FLYING	MEDIUM_SLOW	59
TANGELA	65	55	115	100	40	60	GRASS	GRASS	MEDIUM_FAST	166
TAUROS	75	100	95	40	70	110	NORMAL	NORMAL	SLOW	211
TEDDIURSA	60	80	50	50	50	40	NORMAL	NORMAL	MEDIUM_FAST	124
TENTACOOL	40	40	35	50	100	70	WATER	POISON	SLOW	105
TENTACRUEL	80	70	65	80	120	100	WATER	POISON	SLOW	205
TOGEPI	35	20	65	40	65	20	NORMAL	NORMAL	FAST	74
TOGETIC	55	40	85	80	105	40	NORMAL	FLYING	FAST	114
TORCHIC	45	60	40	70	50	45	FIRE	FIRE	MEDIUM_SLOW	65
TORKOAL	70	85	140	85	70	20	FIRE	FIRE	MEDIUM_FAST	161
